,Volcano Name,Eruption Type,Max. VEI,Country,Volcanic_Region,Volcano_type,Latitude,Longitude,Summit,Year
3060,Niuafo'ou,Confirmed Eruption,2,Tonga,New Zealand to Fiji,Shield,15.6°S,175.63°W,260,1943
3061,Waiowa,Confirmed Eruption,3,Papua New Guinea,Melanesia and Australia,Pyroclastic cone,9.57°S,149.075°E,640,1943
3062,Asosan,Confirmed Eruption,2,Japan,"Japan, Taiwan, Marianas",Caldera,32.884°N,131.104°E,1592,1943
3063,Okmok,Confirmed Eruption,1,United States,Alaska,Shield,53.43°N,168.13°W,1073,1943
3064,"Azul, Cerro",Confirmed Eruption,3,Ecuador,South America,Shield,0.92°S,91.408°W,1640,1943
3065,Bagana,Confirmed Eruption,1,Papua New Guinea,Melanesia and Australia,Lava cone,6.137°S,155.196°E,1855,1943
3066,"Fournaise, Piton de la",Confirmed Eruption,2,France,Middle East and Indian Ocean,Shield,21.244°S,55.708°E,2632,1943
3067,Slamet,Uncertain Eruption,0,Indonesia,Indonesia,Stratovolcano,7.242°S,109.208°E,3428,1943
3068,Raung,Confirmed Eruption,2,Indonesia,Indonesia,Stratovolcano,8.119°S,114.056°E,3260,1943
3069,"Tolima, Nevado del",Confirmed Eruption,2,Colombia,South America,Stratovolcano,4.658°N,75.33°W,5215,1943
3070,Michoacan-Guanajuato,Confirmed Eruption,4,Mexico,México and Central America,Pyroclastic cone,19.85°N,101.75°W,3860,1943
3071,Karymsky,Confirmed Eruption,2,Russia,Kamchatka and Mainland Asia,Stratovolcano,54.049°N,159.443°E,1513,1943
3072,Farallon de Pajaros,Confirmed Eruption,2,United States,"Japan, Taiwan, Marianas",Stratovolcano,20.546°N,144.893°E,337,1943
3073,St. Paul Island,Uncertain Eruption,0,United States,Alaska,Shield,57.18°N,170.3°W,203,1943
3074,Krakatau,Confirmed Eruption,2,Indonesia,Indonesia,Caldera,6.102°S,105.423°E,155,1943
3075,Marapi,Confirmed Eruption,0,Indonesia,Indonesia,Complex,0.38°S,100.474°E,2885,1943
3076,Mayon,Confirmed Eruption,1,Philippines,Philippines and SE Asia,Stratovolcano,13.257°N,123.685°E,2462,1943
3077,Long Island,Confirmed Eruption,0,Papua New Guinea,Melanesia and Australia,Complex,5.358°S,147.12°E,1280,1943
3078,Hokkaido-Komagatake,Confirmed Eruption,3,Japan,"Japan, Taiwan, Marianas",Stratovolcano,42.063°N,140.677°E,1131,1942
3079,"Fournaise, Piton de la",Confirmed Eruption,2,France,Middle East and Indian Ocean,Shield,21.244°S,55.708°E,2632,1942
3080,Lokon-Empung,Confirmed Eruption,2,Indonesia,Indonesia,Stratovolcano,1.358°N,124.792°E,1580,1942
3081,Papandayan,Confirmed Eruption,1,Indonesia,Indonesia,Stratovolcano,7.32°S,107.73°E,2665,1942
3082,Ruapehu,Confirmed Eruption,2,New Zealand,New Zealand to Fiji,Stratovolcano,39.28°S,175.57°E,2797,1942
3083,Aira,Confirmed Eruption,1,Japan,"Japan, Taiwan, Marianas",Caldera,31.593°N,130.657°E,1117,1942
3084,Etna,Confirmed Eruption,2,Italy,Mediterranean and Western Asia,Stratovolcano,37.748°N,14.999°E,3320,1942
3085,Llaima,Confirmed Eruption,2,Chile,South America,Stratovolcano,38.692°S,71.729°W,3125,1942
3086,Asosan,Uncertain Eruption,1,Japan,"Japan, Taiwan, Marianas",Caldera,32.884°N,131.104°E,1592,1942
3087,Ambrym,Confirmed Eruption,2,Vanuatu,Melanesia and Australia,Pyroclastic shield,16.25°S,168.12°E,1334,1942
3088,Merapi,Confirmed Eruption,2,Indonesia,Indonesia,Stratovolcano,7.54°S,110.446°E,2910,1942
3089,Mauna Loa,Confirmed Eruption,0,United States,Hawaii and Pacific Ocean,Shield,19.475°N,155.608°W,4170,1942
3090,Cotopaxi,Uncertain Eruption,3,Ecuador,South America,Stratovolcano,0.677°S,78.436°W,5911,1942
3091,Kusatsu-Shiranesan,Confirmed Eruption,1,Japan,"Japan, Taiwan, Marianas",Stratovolcano,36.618°N,138.528°E,2165,1942
3092,Krakatau,Confirmed Eruption,2,Indonesia,Indonesia,Caldera,6.102°S,105.423°E,155,1942
3093,Langila,Uncertain Eruption,1,Papua New Guinea,Melanesia and Australia,Complex,5.525°S,148.42°E,1330,1942
3094,Kavachi,Confirmed Eruption,1,Solomon Islands,Melanesia and Australia,Submarine,8.991°S,157.979°E,-20,1942
3095,Popocatepetl,Confirmed Eruption,1,Mexico,México and Central America,Stratovolcano,19.023°N,98.622°W,5393,1942
3096,Aniakchak,Uncertain Eruption,0,United States,Alaska,Caldera,56.88°N,158.17°W,1341,1942
3097,Kanaga,Confirmed Eruption,1,United States,Alaska,Stratovolcano,51.923°N,177.168°W,1307,1942
3098,Raung,Confirmed Eruption,2,Indonesia,Indonesia,Stratovolcano,8.119°S,114.056°E,3260,1941
3099,Karangetang,Confirmed Eruption,2,Indonesia,Indonesia,Stratovolcano,2.781°N,125.407°E,1797,1941
3100,Etna,Confirmed Eruption,2,Italy,Mediterranean and Western Asia,Stratovolcano,37.748°N,14.999°E,3320,1941
3101,Semeru,Confirmed Eruption,2,Indonesia,Indonesia,Stratovolcano,8.108°S,112.922°E,3657,1941
3102,Mayon,Confirmed Eruption,1,Philippines,Philippines and SE Asia,Stratovolcano,13.257°N,123.685°E,2462,1941
3103,Ebulobo,Confirmed Eruption,0,Indonesia,Indonesia,Stratovolcano,8.817°S,121.191°E,2096,1941
3104,Llaima,Confirmed Eruption,2,Chile,South America,Stratovolcano,38.692°S,71.729°W,3125,1941
3105,Rabaul,Confirmed Eruption,2,Papua New Guinea,Melanesia and Australia,Pyroclastic shield,4.271°S,152.203°E,688,1941
3106,Iliwerung,Uncertain Eruption,0,Indonesia,Indonesia,Complex,8.532°S,123.573°E,583,1941
3107,Rinjani,Uncertain Eruption,0,Indonesia,Indonesia,Stratovolcano,8.42°S,116.47°E,3726,1941
3108,Aira,Confirmed Eruption,2,Japan,"Japan, Taiwan, Marianas",Caldera,31.593°N,130.657°E,1117,1941
3109,Colima,Uncertain Eruption,3,Mexico,México and Central America,Stratovolcano,19.514°N,103.62°W,3850,1941
3110,Grimsvotn,Uncertain Eruption,0,Iceland,Iceland and Arctic Ocean,Caldera,64.416°N,17.316°W,1719,1941
3111,Farallon de Pajaros,Confirmed Eruption,0,United States,"Japan, Taiwan, Marianas",Stratovolcano,20.546°N,144.893°E,337,1941
3112,Krakatau,Confirmed Eruption,2,Indonesia,Indonesia,Caldera,6.102°S,105.423°E,155,1941
3113,Ulawun,Confirmed Eruption,2,Papua New Guinea,Melanesia and Australia,Stratovolcano,5.05°S,151.33°E,2334,1941
3114,Kusatsu-Shiranesan,Confirmed Eruption,1,Japan,"Japan, Taiwan, Marianas",Stratovolcano,36.618°N,138.528°E,2165,1941
3115,Bam,Discredited Eruption,0,Papua New Guinea,Melanesia and Australia,Stratovolcano,3.613°S,144.818°E,685,1941
3116,"Fournaise, Piton de la",Confirmed Eruption,1,France,Middle East and Indian Ocean,Shield,21.244°S,55.708°E,2632,1941
3117,San Jose,Discredited Eruption,0,Chile-Argentina,South America,Stratovolcano,33.789°S,69.895°W,6070,1941
3118,Telica,Uncertain Eruption,0,Nicaragua,México and Central America,Stratovolcano,12.606°N,86.84°W,1036,1941
3119,Poas,Confirmed Eruption,1,Costa Rica,México and Central America,Stratovolcano,10.2°N,84.233°W,2697,1941
3120,Suwanosejima,Confirmed Eruption,2,Japan,"Japan, Taiwan, Marianas",Stratovolcano,29.638°N,129.714°E,796,1940
3121,Tolbachik,Confirmed Eruption,3,Russia,Kamchatka and Mainland Asia,Shield,55.832°N,160.326°E,3611,1940
3122,Tongariro,Confirmed Eruption,2,New Zealand,New Zealand to Fiji,Stratovolcano,39.157°S,175.632°E,1978,1940
3123,Izu-Oshima,Confirmed Eruption,1,Japan,"Japan, Taiwan, Marianas",Stratovolcano,34.724°N,139.394°E,746,1940
3124,"Lengai, Ol Doinyo",Confirmed Eruption,3,Tanzania,Africa and Red Sea,Stratovolcano,2.764°S,35.914°E,2962,1940
3125,Miyakejima,Confirmed Eruption,3,Japan,"Japan, Taiwan, Marianas",Stratovolcano,34.094°N,139.526°E,775,1940
3126,Dempo,Confirmed Eruption,2,Indonesia,Indonesia,Stratovolcano,4.016°S,103.121°E,3142,1940
3127,Karangetang,Confirmed Eruption,2,Indonesia,Indonesia,Stratovolcano,2.781°N,125.407°E,1797,1940
3128,Telica,Confirmed Eruption,2,Nicaragua,México and Central America,Stratovolcano,12.606°N,86.84°W,1036,1940
3129,Zaozan [Zaosan],Confirmed Eruption,1,Japan,"Japan, Taiwan, Marianas",Complex,38.144°N,140.44°E,1841,1940
3130,Tengger Caldera,Confirmed Eruption,2,Indonesia,Indonesia,Stratovolcano,7.942°S,112.95°E,2329,1940
3131,Aira,Confirmed Eruption,2,Japan,"Japan, Taiwan, Marianas",Caldera,31.593°N,130.657°E,1117,1940
3132,Asosan,Confirmed Eruption,2,Japan,"Japan, Taiwan, Marianas",Caldera,32.884°N,131.104°E,1592,1940
3133,Kusatsu-Shiranesan,Confirmed Eruption,1,Japan,"Japan, Taiwan, Marianas",Stratovolcano,36.618°N,138.528°E,2165,1940
3134,Mauna Loa,Confirmed Eruption,0,United States,Hawaii and Pacific Ocean,Shield,19.475°N,155.608°W,4170,1940
3135,Ruang,Discredited Eruption,0,Indonesia,Indonesia,Stratovolcano,2.3°N,125.37°E,725,1940
3136,Ruapehu,Confirmed Eruption,2,New Zealand,New Zealand to Fiji,Stratovolcano,39.28°S,175.57°E,2797,1940
3137,Slamet,Confirmed Eruption,2,Indonesia,Indonesia,Stratovolcano,7.242°S,109.208°E,3428,1940
3138,Karangetang,Confirmed Eruption,2,Indonesia,Indonesia,Stratovolcano,2.781°N,125.407°E,1797,1940
3139,Rabaul,Confirmed Eruption,1,Papua New Guinea,Melanesia and Australia,Pyroclastic shield,4.271°S,152.203°E,688,1940
3140,Tolbachik,Confirmed Eruption,2,Russia,Kamchatka and Mainland Asia,Shield,55.832°N,160.326°E,3611,1940
3141,Lonquimay,Uncertain Eruption,0,Chile,South America,Stratovolcano,38.379°S,71.586°W,2832,1940
3142,Zhupanovsky,Confirmed Eruption,2,Russia,Kamchatka and Mainland Asia,Compound,53.589°N,159.15°E,2899,1940
3143,Karymsky,Confirmed Eruption,2,Russia,Kamchatka and Mainland Asia,Stratovolcano,54.049°N,159.443°E,1513,1940
3144,Kolokol Group,Confirmed Eruption,0,Russia,Kuril Islands,Stratovolcano,46.042°N,150.083°E,1328,1940
3145,Erta Ale,Confirmed Eruption,0,Ethiopia,Africa and Red Sea,Shield,13.6°N,40.67°E,613,1940
3146,Raung,Confirmed Eruption,2,Indonesia,Indonesia,Stratovolcano,8.119°S,114.056°E,3260,1940
3147,"Azul, Cerro",Confirmed Eruption,0,Ecuador,South America,Shield,0.92°S,91.408°W,1640,1940
3148,Lascar,Confirmed Eruption,2,Chile,South America,Stratovolcano,23.37°S,67.73°W,5592,1940
3149,Cotopaxi,Confirmed Eruption,2,Ecuador,South America,Stratovolcano,0.677°S,78.436°W,5911,1940
3150,Dempo,Confirmed Eruption,2,Indonesia,Indonesia,Stratovolcano,4.016°S,103.121°E,3142,1939
3151,Lewotobi,Confirmed Eruption,2,Indonesia,Indonesia,Stratovolcano,8.542°S,122.775°E,1703,1939
3152,Merapi,Confirmed Eruption,2,Indonesia,Indonesia,Stratovolcano,7.54°S,110.446°E,2910,1939
3153,Slamet,Confirmed Eruption,2,Indonesia,Indonesia,Stratovolcano,7.242°S,109.208°E,3428,1939
3154,Kaba,Confirmed Eruption,2,Indonesia,Indonesia,Stratovolcano,3.522°S,102.615°E,1940,1939
3155,Lopevi,Confirmed Eruption,2,Vanuatu,Melanesia and Australia,Stratovolcano,16.507°S,168.346°E,1413,1939
3156,Veniaminof,Confirmed Eruption,2,United States,Alaska,Stratovolcano,56.17°N,159.38°W,2507,1939
3157,Telica,Confirmed Eruption,2,Nicaragua,México and Central America,Stratovolcano,12.606°N,86.84°W,1036,1939
3158,Aira,Confirmed Eruption,2,Japan,"Japan, Taiwan, Marianas",Caldera,31.593°N,130.657°E,1117,1939
3159,Dieng Volcanic Complex,Confirmed Eruption,1,Indonesia,Indonesia,Complex,7.2°S,109.879°E,2565,1939
3160,Biliran,Confirmed Eruption,1,Philippines,Philippines and SE Asia,Compound,11.523°N,124.535°E,1301,1939
3161,Tolbachik,Confirmed Eruption,2,Russia,Kamchatka and Mainland Asia,Shield,55.832°N,160.326°E,3611,1939
3162,Izu-Oshima,Confirmed Eruption,1,Japan,"Japan, Taiwan, Marianas",Stratovolcano,34.724°N,139.394°E,746,1939
3163,Mayon,Confirmed Eruption,1,Philippines,Philippines and SE Asia,Stratovolcano,13.257°N,123.685°E,2462,1939
3164,Santorini,Confirmed Eruption,2,Greece,Mediterranean and Western Asia,Shield,36.404°N,25.396°E,367,1939
3165,Izu-Torishima,Confirmed Eruption,3,Japan,"Japan, Taiwan, Marianas",Stratovolcano,30.484°N,140.303°E,394,1939
3166,Tongariro,Confirmed Eruption,2,New Zealand,New Zealand to Fiji,Stratovolcano,39.157°S,175.632°E,1978,1939
3167,Kick 'em Jenny,Confirmed Eruption,1,Grenada,West Indies,Submarine,12.3°N,61.64°W,-185,1939
3168,Dempo,Confirmed Eruption,2,Indonesia,Indonesia,Stratovolcano,4.016°S,103.121°E,3142,1939
3169,Zaozan [Zaosan],Uncertain Eruption,1,Japan,"Japan, Taiwan, Marianas",Complex,38.144°N,140.44°E,1841,1939
3170,Tengger Caldera,Confirmed Eruption,2,Indonesia,Indonesia,Stratovolcano,7.942°S,112.95°E,2329,1939
3171,Yakedake,Confirmed Eruption,2,Japan,"Japan, Taiwan, Marianas",Stratovolcano,36.227°N,137.587°E,2455,1939
3172,Fonualei,Confirmed Eruption,2,Tonga,New Zealand to Fiji,Stratovolcano,18.023°S,174.317°W,188,1939
3173,Grimsvotn,Uncertain Eruption,0,Iceland,Iceland and Arctic Ocean,Caldera,64.416°N,17.316°W,1719,1939
3174,Veniaminof,Confirmed Eruption,3,United States,Alaska,Stratovolcano,56.17°N,159.38°W,2507,1939
3175,Irazu,Confirmed Eruption,2,Costa Rica,México and Central America,Stratovolcano,9.979°N,83.852°W,3432,1939
3176,San Miguel,Confirmed Eruption,2,El Salvador,México and Central America,Stratovolcano,13.434°N,88.269°W,2130,1939
3177,Mutnovsky,Confirmed Eruption,2,Russia,Kamchatka and Mainland Asia,Complex,52.449°N,158.196°E,2288,1939
3178,Kavachi,Confirmed Eruption,2,Solomon Islands,Melanesia and Australia,Submarine,8.991°S,157.979°E,-20,1939
3179,Perbakti-Gagak,Confirmed Eruption,1,Indonesia,Indonesia,Stratovolcano,6.75°S,106.7°E,1699,1939
3180,Slamet,Confirmed Eruption,2,Indonesia,Indonesia,Stratovolcano,7.242°S,109.208°E,3428,1939
3181,Lopevi,Confirmed Eruption,2,Vanuatu,Melanesia and Australia,Stratovolcano,16.507°S,168.346°E,1413,1939
3182,Cotopaxi,Confirmed Eruption,2,Ecuador,South America,Stratovolcano,0.677°S,78.436°W,5911,1939
3183,Izalco,Confirmed Eruption,2,El Salvador,México and Central America,Stratovolcano,13.813°N,89.633°W,1950,1939
3184,Kusatsu-Shiranesan,Confirmed Eruption,1,Japan,"Japan, Taiwan, Marianas",Stratovolcano,36.618°N,138.528°E,2165,1939
3185,Izu-Oshima,Confirmed Eruption,1,Japan,"Japan, Taiwan, Marianas",Stratovolcano,34.724°N,139.394°E,746,1939
3186,Bagana,Confirmed Eruption,2,Papua New Guinea,Melanesia and Australia,Lava cone,6.137°S,155.196°E,1855,1939
3187,Telica,Confirmed Eruption,2,Nicaragua,México and Central America,Stratovolcano,12.606°N,86.84°W,1036,1939
3188,Farallon de Pajaros,Confirmed Eruption,2,United States,"Japan, Taiwan, Marianas",Stratovolcano,20.546°N,144.893°E,337,1939
3189,Askja,Confirmed Eruption,2,Iceland,Iceland and Arctic Ocean,Stratovolcano,65.033°N,16.783°W,1080,1938
3190,"Fournaise, Piton de la",Confirmed Eruption,2,France,Middle East and Indian Ocean,Shield,21.244°S,55.708°E,2632,1938
3191,Villarrica,Confirmed Eruption,2,Chile,South America,Stratovolcano,39.42°S,71.93°W,2847,1938
3192,Llaima,Confirmed Eruption,1,Chile,South America,Stratovolcano,38.692°S,71.729°W,3125,1938
3193,Perbakti-Gagak,Confirmed Eruption,1,Indonesia,Indonesia,Stratovolcano,6.75°S,106.7°E,1699,1938
3194,Mutnovsky,Confirmed Eruption,2,Russia,Kamchatka and Mainland Asia,Complex,52.449°N,158.196°E,2288,1938
3195,Karymsky,Confirmed Eruption,2,Russia,Kamchatka and Mainland Asia,Stratovolcano,54.049°N,159.443°E,1513,1938
3196,Makushin,Confirmed Eruption,2,United States,Alaska,Stratovolcano,53.891°N,166.923°W,1800,1938
3197,Gamalama,Confirmed Eruption,2,Indonesia,Indonesia,Stratovolcano,0.8°N,127.33°E,1715,1938
3198,Planchon-Peteroa,Confirmed Eruption,2,Chile,South America,Stratovolcano,35.223°S,70.568°W,3977,1938
3199,Raung,Confirmed Eruption,2,Indonesia,Indonesia,Stratovolcano,8.119°S,114.056°E,3260,1938
3200,Nemo Peak,Confirmed Eruption,2,Russia,Kuril Islands,Caldera,49.57°N,154.808°E,1018,1938
3201,Izu-Oshima,Confirmed Eruption,1,Japan,"Japan, Taiwan, Marianas",Stratovolcano,34.724°N,139.394°E,746,1938
3202,"Fournaise, Piton de la",Confirmed Eruption,1,France,Middle East and Indian Ocean,Shield,21.244°S,55.708°E,2632,1938
3203,Kusatsu-Shiranesan,Confirmed Eruption,1,Japan,"Japan, Taiwan, Marianas",Stratovolcano,36.618°N,138.528°E,2165,1938
3204,Akagisan,Uncertain Eruption,0,Japan,"Japan, Taiwan, Marianas",Stratovolcano,36.56°N,139.193°E,1828,1938
3205,Krakatau,Confirmed Eruption,3,Indonesia,Indonesia,Caldera,6.102°S,105.423°E,155,1938
3206,Mayon,Confirmed Eruption,2,Philippines,Philippines and SE Asia,Stratovolcano,13.257°N,123.685°E,2462,1938
3207,Bagana,Confirmed Eruption,3,Papua New Guinea,Melanesia and Australia,Lava cone,6.137°S,155.196°E,1855,1938
3208,Kelimutu,Confirmed Eruption,2,Indonesia,Indonesia,Complex,8.77°S,121.82°E,1639,1938
3209,Ebulobo,Confirmed Eruption,0,Indonesia,Indonesia,Stratovolcano,8.817°S,121.191°E,2096,1938
3210,Grimsvotn,Confirmed Eruption,1,Iceland,Iceland and Arctic Ocean,Caldera,64.416°N,17.316°W,1719,1938
3211,Asamayama,Confirmed Eruption,1,Japan,"Japan, Taiwan, Marianas",Complex,36.406°N,138.523°E,2568,1938
3212,Suwanosejima,Confirmed Eruption,2,Japan,"Japan, Taiwan, Marianas",Stratovolcano,29.638°N,129.714°E,796,1938
3213,Avachinsky,Confirmed Eruption,3,Russia,Kamchatka and Mainland Asia,Stratovolcano,53.256°N,158.836°E,2717,1938
3214,Aira,Confirmed Eruption,2,Japan,"Japan, Taiwan, Marianas",Caldera,31.593°N,130.657°E,1117,1938
3215,Villarrica,Uncertain Eruption,1,Chile,South America,Stratovolcano,39.42°S,71.93°W,2847,1938
3216,San Pedro-San Pablo,Confirmed Eruption,2,Chile,South America,Stratovolcano,21.888°S,68.391°W,6142,1938
3217,Salak,Confirmed Eruption,2,Indonesia,Indonesia,Stratovolcano,6.72°S,106.73°E,2211,1938
3218,Nyamulagira,Confirmed Eruption,1,DR Congo,Africa and Red Sea,Shield,1.408°S,29.2°E,3058,1938
3219,Kerinci,Confirmed Eruption,2,Indonesia,Indonesia,Stratovolcano,1.697°S,101.264°E,3800,1938
3220,Colo,Confirmed Eruption,1,Indonesia,Indonesia,Stratovolcano,0.162°S,121.601°E,404,1938
3221,Long Island,Confirmed Eruption,0,Papua New Guinea,Melanesia and Australia,Complex,5.358°S,147.12°E,1280,1938
3222,Ambrym,Confirmed Eruption,2,Vanuatu,Melanesia and Australia,Pyroclastic shield,16.25°S,168.12°E,1334,1938
3223,Asosan,Confirmed Eruption,2,Japan,"Japan, Taiwan, Marianas",Caldera,32.884°N,131.104°E,1592,1938
3224,Okmok,Confirmed Eruption,0,United States,Alaska,Shield,53.43°N,168.13°W,1073,1938
3225,Cleveland,Confirmed Eruption,0,United States,Alaska,Stratovolcano,52.825°N,169.944°W,1730,1938
3226,Wolf,Confirmed Eruption,0,Ecuador,South America,Shield,0.02°N,91.35°W,1710,1938
3227,Kusatsu-Shiranesan,Confirmed Eruption,1,Japan,"Japan, Taiwan, Marianas",Stratovolcano,36.618°N,138.528°E,2165,1937
3228,Yunaska,Confirmed Eruption,3,United States,Alaska,Shield,52.643°N,170.629°W,550,1937
3229,Telica,Confirmed Eruption,2,Nicaragua,México and Central America,Stratovolcano,12.606°N,86.84°W,1036,1937
3230,Raung,Confirmed Eruption,2,Indonesia,Indonesia,Stratovolcano,8.119°S,114.056°E,3260,1937
3231,Callaqui,Uncertain Eruption,0,Chile,South America,Stratovolcano,37.92°S,71.45°W,3164,1937
3232,Kerinci,Confirmed Eruption,2,Indonesia,Indonesia,Stratovolcano,1.697°S,101.264°E,3800,1937
3233,Talakmau,Uncertain Eruption,1,Indonesia,Indonesia,Complex,0.079°N,99.98°E,2919,1937
3234,Bagana,Confirmed Eruption,3,Papua New Guinea,Melanesia and Australia,Lava cone,6.137°S,155.196°E,1855,1937
3235,"Fournaise, Piton de la",Confirmed Eruption,2,France,Middle East and Indian Ocean,Shield,21.244°S,55.708°E,2632,1937
3236,Krakatau,Confirmed Eruption,2,Indonesia,Indonesia,Caldera,6.102°S,105.423°E,155,1937
3237,Tacora,Uncertain Eruption,0,Chile-Peru,South America,Stratovolcano,17.72°S,69.77°W,5980,1937
3238,Izu-Oshima,Confirmed Eruption,0,Japan,"Japan, Taiwan, Marianas",Stratovolcano,34.724°N,139.394°E,746,1937
3239,Ciremai,Confirmed Eruption,2,Indonesia,Indonesia,Stratovolcano,6.895°S,108.408°E,3039,1937
3240,Mocho-Choshuenco,Confirmed Eruption,0,Chile,South America,Stratovolcano,39.927°S,72.027°W,2422,1937
3241,Ubinas,Confirmed Eruption,2,Peru,South America,Stratovolcano,16.355°S,70.903°W,5672,1937
3242,Rabaul,Confirmed Eruption,4,Papua New Guinea,Melanesia and Australia,Pyroclastic shield,4.271°S,152.203°E,688,1937
3243,Asosan,Confirmed Eruption,2,Japan,"Japan, Taiwan, Marianas",Caldera,32.884°N,131.104°E,1592,1937
3244,Ulawun,Uncertain Eruption,0,Papua New Guinea,Melanesia and Australia,Stratovolcano,5.05°S,151.33°E,2334,1937
3245,Klyuchevskoy,Confirmed Eruption,3,Russia,Kamchatka and Mainland Asia,Stratovolcano,56.056°N,160.642°E,4754,1937
3246,Planchon-Peteroa,Confirmed Eruption,2,Chile,South America,Stratovolcano,35.223°S,70.568°W,3977,1937
3247,Ambrym,Confirmed Eruption,2,Vanuatu,Melanesia and Australia,Pyroclastic shield,16.25°S,168.12°E,1334,1937
3248,Hokkaido-Komagatake,Confirmed Eruption,1,Japan,"Japan, Taiwan, Marianas",Stratovolcano,42.063°N,140.677°E,1131,1937
