Volcano Name,Eruption Type,Start Date,Max. VEI,Country,Volcanic_Region,Volcano_type,Latitude,Longitude,Summit
Lokon-Empung,Confirmed Eruption,2015 May 20,1,Indonesia,Indonesia,Stratovolcano(es),1.358°N,124.792°E,1580
Telica,Confirmed Eruption,2015 May 7,2,Nicaragua,México and Central America,Stratovolcano(es),12.606°N,86.84°W,1036
Bulusan,Confirmed Eruption,2015 May 1,2,Philippines,Philippines and SE Asia,Stratovolcano(es),12.769°N,124.056°E,1535
Axial Seamount,Confirmed Eruption,2015 Apr 23,0,Undersea Features,Hawaii and Pacific Ocean,Submarine,45.95°N,130°W,-1410
Calbuco,Confirmed Eruption,2015 Apr 22,4,Chile,South America,Stratovolcano,41.33°S,72.618°W,1974
Turrialba,Confirmed Eruption,2015 Mar 8,2,Costa Rica,México and Central America,Stratovolcano,10.025°N,83.767°W,3340
San Cristobal,Confirmed Eruption,2015 Mar 5,2,Nicaragua,México and Central America,Stratovolcano,12.702°N,87.004°W,1745
Chikurachki,Confirmed Eruption,2015 Feb 16,3,Russia,Kuril Islands,Stratovolcano(es),50.324°N,155.461°E,1781
"Fournaise, Piton de la",Confirmed Eruption,2015 Feb 4,0,France,Middle East and Indian Ocean,Shield,21.244°S,55.708°E,2632
San Miguel,Confirmed Eruption,2015 Jan 26,1,El Salvador,México and Central America,Stratovolcano,13.434°N,88.269°W,2130
Sangay,Confirmed Eruption,2015 Jan 19,2,Ecuador,South America,Stratovolcano,2.005°S,78.341°W,5286
Soputan,Confirmed Eruption,2015 Jan 6,3,Indonesia,Indonesia,Stratovolcano,1.112°N,124.737°E,1785
Klyuchevskoy,Confirmed Eruption,2015 Jan 1,2,Russia,Kamchatka and Mainland Asia,Stratovolcano,56.056°N,160.642°E,4754
Hunga Tonga-Hunga Ha'apai,Confirmed Eruption,2014 Dec 19,2,Tonga,New Zealand to Fiji,Submarine,20.536°S,175.382°W,114
Gamalama,Confirmed Eruption,2014 Dec 18,2,Indonesia,Indonesia,Stratovolcano(es),0.8°N,127.33°E,1715
Sinarka,Uncertain Eruption,2014 Dec 3,1,Russia,Kuril Islands,Stratovolcano,48.873°N,154.182°E,911
Villarrica,Confirmed Eruption,2014 Dec 2,1,Chile,South America,Stratovolcano,39.42°S,71.93°W,2847
Lopevi,Uncertain Eruption,2014 Dec 1,--,Vanuatu,Melanesia and Australia,Stratovolcano,16.507°S,168.346°E,1413
Raung,Confirmed Eruption,2014 Nov 23,3,Indonesia,Indonesia,Stratovolcano,8.119°S,114.056°E,3260
Fogo,Confirmed Eruption,2014 Nov 23,3,Cape Verde,Atlantic Ocean,Stratovolcano,14.95°N,24.35°W,2829
Chirinkotan,Confirmed Eruption,2014 Nov 21,2,Russia,Kuril Islands,Stratovolcano,48.98°N,153.48°E,724
"Ruiz, Nevado del",Confirmed Eruption,2014 Nov 18,2,Colombia,South America,Stratovolcano,4.892°N,75.324°W,5279
Saunders,Confirmed Eruption,2014 Nov 12,1,United Kingdom,Antarctica,Stratovolcano,57.8°S,26.483°W,843
Pavlof,Confirmed Eruption,2014 Nov 12,1,United States,Alaska,Stratovolcano,55.417°N,161.894°W,2493
Turrialba,Confirmed Eruption,2014 Oct 29,2,Costa Rica,México and Central America,Stratovolcano,10.025°N,83.767°W,3340
Lewotobi,Uncertain Eruption,2014 Oct 6,2,Indonesia,Indonesia,Stratovolcano(es),8.542°S,122.775°E,1703
Ontakesan,Confirmed Eruption,2014 Sep 27,3,Japan,"Japan, Taiwan, Marianas",Complex,35.893°N,137.48°E,3067
Rincon de la Vieja,Confirmed Eruption,2014 Sep 17,1,Costa Rica,México and Central America,Complex,10.83°N,85.324°W,1916
Asosan,Confirmed Eruption,2014 Aug 30,2,Japan,"Japan, Taiwan, Marianas",Caldera,32.884°N,131.104°E,1592
Bardarbunga,Confirmed Eruption,2014 Aug 29,0,Iceland,Iceland and Arctic Ocean,Stratovolcano,64.633°N,17.516°W,2000
Pacaya,Confirmed Eruption,2014 Aug 25,1,Guatemala,México and Central America,Complex,14.382°N,90.601°W,2569
Mayon,Confirmed Eruption,2014 Aug 12,0,Philippines,Philippines and SE Asia,Stratovolcano,13.257°N,123.685°E,2462
Sabancaya,Uncertain Eruption,2014 Aug 5,1,Peru,South America,Stratovolcano(es),15.787°S,71.857°W,5960
Kuchinoerabujima,Confirmed Eruption,2014 Aug 3,1,Japan,"Japan, Taiwan, Marianas",Stratovolcano(es),30.443°N,130.217°E,657
San Cristobal,Confirmed Eruption,2014 Jul 20,2,Nicaragua,México and Central America,Stratovolcano,12.702°N,87.004°W,1745
Rabaul,Confirmed Eruption,2014 Jul 7,3,Papua New Guinea,Melanesia and Australia,Pyroclastic shield,4.271°S,152.203°E,688
Copahue,Confirmed Eruption,2014 Jul 4,1,Chile-Argentina,South America,Stratovolcano,37.856°S,71.183°W,2953
Manam,Confirmed Eruption,2014 Jun 29,2,Papua New Guinea,Melanesia and Australia,Stratovolcano,4.08°S,145.037°E,1807
"Fournaise, Piton de la",Confirmed Eruption,2014 Jun 21,0,France,Middle East and Indian Ocean,Shield,21.244°S,55.708°E,2632
Karangetang,Confirmed Eruption,2014 Jun 8,2,Indonesia,Indonesia,Stratovolcano,2.781°N,125.407°E,1797
Zhupanovsky,Confirmed Eruption,2014 Jun 6,3,Russia,Kamchatka and Mainland Asia,Compound,53.589°N,159.15°E,2899
Pavlof,Confirmed Eruption,2014 May 31,3,United States,Alaska,Stratovolcano,55.417°N,161.894°W,2493
Sangeang Api,Confirmed Eruption,2014 May 30,3,Indonesia,Indonesia,Complex,8.2°S,119.07°E,1912
Nyamulagira,Confirmed Eruption,2014 May 30,0,DR Congo,Africa and Red Sea,Shield,1.408°S,29.2°E,3058
Ahyi,Confirmed Eruption,2014 Apr 24,0,United States,"Japan, Taiwan, Marianas",Submarine,20.42°N,145.03°E,-75
Semeru,Confirmed Eruption,2014 Apr 1,3,Indonesia,Indonesia,Stratovolcano,8.108°S,112.922°E,3657
Krakatau,Confirmed Eruption,2014 Mar 31,1,Indonesia,Indonesia,Caldera,6.102°S,105.423°E,155
Karkar,Confirmed Eruption,2014 Mar 26,1,Papua New Guinea,Melanesia and Australia,Stratovolcano,4.649°S,145.964°E,1839
Merapi,Confirmed Eruption,2014 Mar 9,3,Indonesia,Indonesia,Stratovolcano,7.54°S,110.446°E,2910
Slamet,Confirmed Eruption,2014 Mar 8,2,Indonesia,Indonesia,Stratovolcano,7.242°S,109.208°E,3428
Kelud,Confirmed Eruption,2014 Feb 13,4,Indonesia,Indonesia,Stratovolcano,7.935°S,112.314°E,1730
Karangetang,Confirmed Eruption,2014 Feb 9,1,Indonesia,Indonesia,Stratovolcano,2.781°N,125.407°E,1797
San Cristobal,Confirmed Eruption,2014 Feb 4,1,Nicaragua,México and Central America,Stratovolcano,12.702°N,87.004°W,1745
Marapi,Confirmed Eruption,2014 Feb 3,1,Indonesia,Indonesia,Complex,0.38°S,100.474°E,2885
Kavachi,Confirmed Eruption,2014 Jan 29,1,Solomon Islands,Melanesia and Australia,Submarine,8.991°S,157.979°E,-20
Shishaldin,Confirmed Eruption,2014 Jan 28,1,United States,Alaska,Stratovolcano,54.756°N,163.97°W,2857
Asosan,Confirmed Eruption,2014 Jan 13,1,Japan,"Japan, Taiwan, Marianas",Caldera,32.884°N,131.104°E,1592
Raung,Uncertain Eruption,2014 Jan 4,1,Indonesia,Indonesia,Stratovolcano,8.119°S,114.056°E,3260
San Miguel,Confirmed Eruption,2013 Dec 29,2,El Salvador,México and Central America,Stratovolcano,13.434°N,88.269°W,2130
Nishinoshima,Confirmed Eruption,2013 Nov 20,2,Japan,"Japan, Taiwan, Marianas",Caldera,27.247°N,140.874°E,25
Merapi,Confirmed Eruption,2013 Nov 18,2,Indonesia,Indonesia,Stratovolcano,7.54°S,110.446°E,2910
Langila,Uncertain Eruption,2013 Oct 23,--,Papua New Guinea,Melanesia and Australia,Complex,5.525°S,148.42°E,1330
Zhupanovsky,Confirmed Eruption,2013 Oct 23,3,Russia,Kamchatka and Mainland Asia,Compound,53.589°N,159.15°E,2899
Barren Island,Confirmed Eruption,2013 Oct 12,2,India,Indonesia,Stratovolcano,12.278°N,93.858°E,354
Tangkuban Parahu,Confirmed Eruption,2013 Oct 5,1,Indonesia,Indonesia,Stratovolcano,6.77°S,107.6°E,2084
Zubair Group,Confirmed Eruption,2013 Sep 28,2,Yemen,Africa and Red Sea,Shield,15.05°N,42.18°E,191
Telica,Confirmed Eruption,2013 Sep 25,1,Nicaragua,México and Central America,Stratovolcano(es),12.606°N,86.84°W,1036
Sinabung,Confirmed Eruption,2013 Sep 15,4,Indonesia,Indonesia,Stratovolcano,3.17°N,98.392°E,2460
Etna,Confirmed Eruption,2013 Sep 3,2,Italy,Mediterranean and Western Asia,Stratovolcano(es),37.748°N,14.999°E,3320
Ubinas,Confirmed Eruption,2013 Sep 1,2,Peru,South America,Stratovolcano,16.355°S,70.903°W,5672
Iliwerung,Confirmed Eruption,2013 Aug 20,0,Indonesia,Indonesia,Complex,8.532°S,123.573°E,583
Klyuchevskoy,Confirmed Eruption,2013 Aug 15,1,Russia,Kamchatka and Mainland Asia,Stratovolcano,56.056°N,160.642°E,4754
Ketoi,Uncertain Eruption,2013 Jul 25,--,Russia,Kuril Islands,Stratovolcano,47.35°N,152.475°E,1172
Villarrica,Confirmed Eruption,2013 Jul 25,1,Chile,South America,Stratovolcano,39.42°S,71.93°W,2847
Ulawun,Confirmed Eruption,2013 Jul 8,1,Papua New Guinea,Melanesia and Australia,Stratovolcano,5.05°S,151.33°E,2334
Izu-Torishima,Uncertain Eruption,2013 Jul 6,2,Japan,"Japan, Taiwan, Marianas",Stratovolcano,30.484°N,140.303°E,394
Raung,Confirmed Eruption,2013 Jun 29,1,Indonesia,Indonesia,Stratovolcano,8.119°S,114.056°E,3260
Veniaminof,Confirmed Eruption,2013 Jun 13,3,United States,Alaska,Stratovolcano,56.17°N,159.38°W,2507
Chirinkotan,Confirmed Eruption,2013 Jun 11,1,Russia,Kuril Islands,Stratovolcano,48.98°N,153.48°E,724
San Cristobal,Confirmed Eruption,2013 Jun 7,1,Nicaragua,México and Central America,Stratovolcano,12.702°N,87.004°W,1745
Semeru,Confirmed Eruption,2013 Jun 4,1,Indonesia,Indonesia,Stratovolcano,8.108°S,112.922°E,3657
Kikai,Confirmed Eruption,2013 Jun 4,1,Japan,"Japan, Taiwan, Marianas",Caldera,30.793°N,130.305°E,704
Kerinci,Confirmed Eruption,2013 Jun 2,2,Indonesia,Indonesia,Stratovolcano,1.697°S,101.264°E,3800
Turrialba,Confirmed Eruption,2013 May 21,2,Costa Rica,México and Central America,Stratovolcano,10.025°N,83.767°W,3340
Pavlof,Confirmed Eruption,2013 May 13,3,United States,Alaska,Stratovolcano,55.417°N,161.894°W,2493
Masaya,Uncertain Eruption,2013 May 11,0,Nicaragua,México and Central America,Caldera,11.985°N,86.165°W,594
Mayon,Confirmed Eruption,2013 May 7,2,Philippines,Philippines and SE Asia,Stratovolcano,13.257°N,123.685°E,2462
Lascar,Confirmed Eruption,2013 Apr 2,1,Chile,South America,Stratovolcano(es),23.37°S,67.73°W,5592
Pacaya,Confirmed Eruption,2013 Mar 5,2,Guatemala,México and Central America,Complex,14.382°N,90.601°W,2569
Tangkuban Parahu,Confirmed Eruption,2013 Feb 21,2,Indonesia,Indonesia,Stratovolcano,6.77°S,107.6°E,2084
Barren Island,Confirmed Eruption,2013 Feb 16,1,India,Indonesia,Stratovolcano,12.278°N,93.858°E,354
Etorofu-Yakeyama [Grozny Group],Confirmed Eruption,2013 Feb 16,2,Japan - administered by Russia,Kuril Islands,Complex(es),45.012°N,147.871°E,1158
Mariana Back-Arc Segment at 15.5°N,Confirmed Eruption,2013 Feb 13,0,United States,"Japan, Taiwan, Marianas",Submarine,15.406°N,144.506°E,-4100
Karkar,Confirmed Eruption,2013 Jan 29,3,Papua New Guinea,Melanesia and Australia,Stratovolcano,4.649°S,145.964°E,1839
Sangay,Confirmed Eruption,2013 Jan 25,2,Ecuador,South America,Stratovolcano,2.005°S,78.341°W,5286
Gamkonora,Uncertain Eruption,2013 Jan 23,1,Indonesia,Indonesia,Stratovolcano,1.38°N,127.53°E,1635
Rabaul,Confirmed Eruption,2013 Jan 19,2,Papua New Guinea,Melanesia and Australia,Pyroclastic shield,4.271°S,152.203°E,688
Colima,Confirmed Eruption,2013 Jan 6,2,Mexico,México and Central America,Stratovolcano(es),19.514°N,103.62°W,3850
San Cristobal,Confirmed Eruption,2012 Dec 26,2,Nicaragua,México and Central America,Stratovolcano,12.702°N,87.004°W,1745
Copahue,Confirmed Eruption,2012 Dec 22,2,Chile-Argentina,South America,Stratovolcano,37.856°S,71.183°W,2953
Langila,Confirmed Eruption,2012 Dec 1,1,Papua New Guinea,Melanesia and Australia,Complex,5.525°S,148.42°E,1330
Tolbachik,Confirmed Eruption,2012 Nov 27,4,Russia,Kamchatka and Mainland Asia,Shield,55.832°N,160.326°E,3611
Tongariro,Confirmed Eruption,2012 Nov 21,2,New Zealand,New Zealand to Fiji,Stratovolcano(es),39.157°S,175.632°E,1978
Villarrica,Uncertain Eruption,2012 Nov 14,1,Chile,South America,Stratovolcano,39.42°S,71.93°W,2847
Chirpoi,Confirmed Eruption,2012 Nov 11,0,Russia,Kuril Islands,Caldera,46.532°N,150.871°E,742
Ulawun,Confirmed Eruption,2012 Nov 6,1,Papua New Guinea,Melanesia and Australia,Stratovolcano,5.05°S,151.33°E,2334
Pagan,Confirmed Eruption,2012 Oct 30,2,United States,"Japan, Taiwan, Marianas",Stratovolcano(es),18.13°N,145.8°E,570
Rincon de la Vieja,Confirmed Eruption,2012 Oct 17,1,Costa Rica,México and Central America,Complex,10.83°N,85.324°W,1916
Raung,Confirmed Eruption,2012 Oct 16,3,Indonesia,Indonesia,Stratovolcano,8.119°S,114.056°E,3260
Paluweh,Confirmed Eruption,2012 Oct 8,2,Indonesia,Indonesia,Stratovolcano,8.32°S,121.708°E,875
Alaid,Confirmed Eruption,2012 Oct 5,2,Russia,Kuril Islands,Stratovolcano,50.861°N,155.565°E,2285
Marapi,Confirmed Eruption,2012 Sep 26,1,Indonesia,Indonesia,Complex,0.38°S,100.474°E,2885
Gamalama,Confirmed Eruption,2012 Sep 15,1,Indonesia,Indonesia,Stratovolcano(es),0.8°N,127.33°E,1715
Lokon-Empung,Confirmed Eruption,2012 Sep 15,2,Indonesia,Indonesia,Stratovolcano(es),1.358°N,124.792°E,1580
San Cristobal,Confirmed Eruption,2012 Sep 8,2,Nicaragua,México and Central America,Stratovolcano,12.702°N,87.004°W,1745
Heard,Confirmed Eruption,2012 Sep 5,0,Australia,Middle East and Indian Ocean,Stratovolcano,53.106°S,73.513°E,2745
Klyuchevskoy,Confirmed Eruption,2012 Sep 1,1,Russia,Kamchatka and Mainland Asia,Stratovolcano,56.056°N,160.642°E,4754
Soputan,Confirmed Eruption,2012 Aug 26,3,Indonesia,Indonesia,Stratovolcano,1.112°N,124.737°E,1785
Etorofu-Yakeyama [Grozny Group],Confirmed Eruption,2012 Aug 16,2,Japan - administered by Russia,Kuril Islands,Complex(es),45.012°N,147.871°E,1158
Whakaari/White Island,Confirmed Eruption,2012 Aug 7,2,New Zealand,New Zealand to Fiji,Stratovolcano(es),37.52°S,177.18°E,294
Tongariro,Confirmed Eruption,2012 Aug 6,2,New Zealand,New Zealand to Fiji,Stratovolcano(es),39.157°S,175.632°E,1978
Monowai,Confirmed Eruption,2012 Aug 3,0,New Zealand,New Zealand to Fiji,Submarine,25.887°S,177.188°W,-132
Langila,Uncertain Eruption,2012 Jul 21,0,Papua New Guinea,Melanesia and Australia,Complex,5.525°S,148.42°E,1330
Havre Seamount,Confirmed Eruption,2012 Jul 17,1,New Zealand,New Zealand to Fiji,Submarine,31.08°S,179.033°W,-897
Karangetang,Confirmed Eruption,2012 May 14,2,Indonesia,Indonesia,Stratovolcano,2.781°N,125.407°E,1797
Galeras,Confirmed Eruption,2012 May 13,2,Colombia,South America,Complex,1.22°N,77.37°W,4276
Sirung,Confirmed Eruption,2012 May 8,2,Indonesia,Indonesia,Complex,8.508°S,124.13°E,862
Ulawun,Confirmed Eruption,2012 May 7,1,Papua New Guinea,Melanesia and Australia,Stratovolcano,5.05°S,151.33°E,2334
Witori,Confirmed Eruption,2012 May 3,2,Papua New Guinea,Melanesia and Australia,Caldera,5.576°S,150.516°E,724
Masaya,Confirmed Eruption,2012 Apr 30,1,Nicaragua,México and Central America,Caldera,11.985°N,86.165°W,594
Marapi,Confirmed Eruption,2012 Mar 1,1,Indonesia,Indonesia,Complex,0.38°S,100.474°E,2885
"Ruiz, Nevado del",Confirmed Eruption,2012 Feb 22,3,Colombia,South America,Stratovolcano,4.892°N,75.324°W,5279
Rincon de la Vieja,Confirmed Eruption,2012 Feb 19,1,Costa Rica,México and Central America,Complex,10.83°N,85.324°W,1916
Kanaga,Confirmed Eruption,2012 Feb 18,2,United States,Alaska,Stratovolcano,51.923°N,177.168°W,1307
Ioto,Confirmed Eruption,2012 Feb 10,1,Japan,"Japan, Taiwan, Marianas",Caldera,24.751°N,141.289°E,169
Karkar,Confirmed Eruption,2012 Feb 1,3,Papua New Guinea,Melanesia and Australia,Stratovolcano,4.649°S,145.964°E,1839
Turrialba,Confirmed Eruption,2012 Jan 12,2,Costa Rica,México and Central America,Stratovolcano,10.025°N,83.767°W,3340
Callaqui,Uncertain Eruption,2012 Jan 2,--,Chile,South America,Stratovolcano,37.92°S,71.45°W,3164
Lewotolok,Confirmed Eruption,2012 Jan 2,1,Indonesia,Indonesia,Stratovolcano,8.274°S,123.508°E,1431
Zubair Group,Confirmed Eruption,2011 Dec 18,2,Yemen,Africa and Red Sea,Shield,15.05°N,42.18°E,191
Kerinci,Confirmed Eruption,2011 Dec 15,1,Indonesia,Indonesia,Stratovolcano,1.697°S,101.264°E,3800
Gamalama,Confirmed Eruption,2011 Dec 5,2,Indonesia,Indonesia,Stratovolcano(es),0.8°N,127.33°E,1715
Tungurahua,Confirmed Eruption,2011 Nov 27,3,Ecuador,South America,Stratovolcano,1.467°S,78.442°W,5023
Nyamulagira,Confirmed Eruption,2011 Nov 6,2,DR Congo,Africa and Red Sea,Shield,1.408°S,29.2°E,3058
Klyuchevskoy,Uncertain Eruption,2011 Nov 2,--,Russia,Kamchatka and Mainland Asia,Stratovolcano,56.056°N,160.642°E,4754
"Hudson, Cerro",Confirmed Eruption,2011 Oct 26,2,Chile,South America,Stratovolcano,45.9°S,72.97°W,1905
Hierro,Confirmed Eruption,2011 Oct 10,2,Spain,Atlantic Ocean,Shield,27.73°N,18.03°W,1500
Gaua,Confirmed Eruption,2011 Sep 17,1,Vanuatu,Melanesia and Australia,Stratovolcano,14.27°S,167.5°E,797
Rincon de la Vieja,Confirmed Eruption,2011 Aug 22,1,Costa Rica,México and Central America,Complex,10.83°N,85.324°W,1916
San Cristobal,Confirmed Eruption,2011 Aug 21,1,Nicaragua,México and Central America,Stratovolcano,12.702°N,87.004°W,1745
Marapi,Confirmed Eruption,2011 Aug 3,2,Indonesia,Indonesia,Complex,0.38°S,100.474°E,2885
Krakatau,Confirmed Eruption,2011 Jul 31,2,Indonesia,Indonesia,Caldera,6.102°S,105.423°E,155
Langila,Uncertain Eruption,2011 Jul 28,0,Papua New Guinea,Melanesia and Australia,Complex,5.525°S,148.42°E,1330
Cleveland,Confirmed Eruption,2011 Jul 19,2,United States,Alaska,Stratovolcano,52.825°N,169.944°W,1730
Soputan,Confirmed Eruption,2011 Jul 3,3,Indonesia,Indonesia,Stratovolcano,1.112°N,124.737°E,1785
Lokon-Empung,Confirmed Eruption,2011 Jun 26,2,Indonesia,Indonesia,Stratovolcano(es),1.358°N,124.792°E,1580
"Lengai, Ol Doinyo",Confirmed Eruption,2011 Jun 22,0,Tanzania,Africa and Red Sea,Stratovolcano,2.764°S,35.914°E,2962
Nabro,Confirmed Eruption,2011 Jun 13,4,Eritrea,Africa and Red Sea,Stratovolcano,13.37°N,41.7°E,2218
Sangay,Confirmed Eruption,2011 Jun 6,2,Ecuador,South America,Stratovolcano,2.005°S,78.341°W,5286
Puyehue-Cordon Caulle,Confirmed Eruption,2011 Jun 4,5,Chile,South America,Stratovolcano,40.59°S,72.117°W,2236
Ambae,Confirmed Eruption,2011 Jun 4,1,Vanuatu,Melanesia and Australia,Shield,15.389°S,167.835°E,1496
Grimsvotn,Confirmed Eruption,2011 May 21,4,Iceland,Iceland and Arctic Ocean,Caldera,64.416°N,17.316°W,1719
Asosan,Confirmed Eruption,2011 May 15,1,Japan,"Japan, Taiwan, Marianas",Caldera,32.884°N,131.104°E,1592
Semeru,Confirmed Eruption,2011 May 13,2,Indonesia,Indonesia,Stratovolcano,8.108°S,112.922°E,3657
Pagan,Confirmed Eruption,2011 Apr 23,2,United States,"Japan, Taiwan, Marianas",Stratovolcano(es),18.13°N,145.8°E,570
Tungurahua,Confirmed Eruption,2011 Apr 20,2,Ecuador,South America,Stratovolcano,1.467°S,78.442°W,5023
Axial Seamount,Confirmed Eruption,2011 Apr 6,0,Undersea Features,Hawaii and Pacific Ocean,Submarine,45.95°N,130°W,-1410
Galeras,Uncertain Eruption,2011 Mar 31,--,Colombia,South America,Complex,1.22°N,77.37°W,4276
Klyuchevskoy,Confirmed Eruption,2011 Mar 30,1,Russia,Kamchatka and Mainland Asia,Stratovolcano,56.056°N,160.642°E,4754
Rabaul,Confirmed Eruption,2011 Mar 29,2,Papua New Guinea,Melanesia and Australia,Pyroclastic shield,4.271°S,152.203°E,688
Karangetang,Confirmed Eruption,2011 Mar 11,2,Indonesia,Indonesia,Stratovolcano,2.781°N,125.407°E,1797
Telica,Confirmed Eruption,2011 Mar 7,2,Nicaragua,México and Central America,Stratovolcano(es),12.606°N,86.84°W,1036
Lokon-Empung,Confirmed Eruption,2011 Feb 22,1,Indonesia,Indonesia,Stratovolcano(es),1.358°N,124.792°E,1580
Planchon-Peteroa,Confirmed Eruption,2011 Feb 17,3,Chile,South America,Stratovolcano(es),35.223°S,70.568°W,3977
Kirishimayama,Confirmed Eruption,2011 Jan 19,2,Japan,"Japan, Taiwan, Marianas",Shield,31.934°N,130.862°E,1700
Turrialba,Confirmed Eruption,2011 Jan 14,1,Costa Rica,México and Central America,Stratovolcano,10.025°N,83.767°W,3340
Dallol,Confirmed Eruption,2011 Jan 4,0,Ethiopia,Africa and Red Sea,Explosion crater(s),14.242°N,40.3°E,-48
Tengger Caldera,Confirmed Eruption,2010 Nov 26,3,Indonesia,Indonesia,Stratovolcano(es),7.942°S,112.95°E,2329
Tungurahua,Confirmed Eruption,2010 Nov 22,3,Ecuador,South America,Stratovolcano,1.467°S,78.442°W,5023
Kizimen,Confirmed Eruption,2010 Nov 11,3,Russia,Kamchatka and Mainland Asia,Stratovolcano,55.131°N,160.32°E,2334
Bulusan,Confirmed Eruption,2010 Nov 6,2,Philippines,Philippines and SE Asia,Stratovolcano(es),12.769°N,124.056°E,1535
Merapi,Confirmed Eruption,2010 Oct 26,4,Indonesia,Indonesia,Stratovolcano,7.54°S,110.446°E,2910
Krakatau,Confirmed Eruption,2010 Oct 25,2,Indonesia,Indonesia,Caldera,6.102°S,105.423°E,155
"Fournaise, Piton de la",Confirmed Eruption,2010 Oct 14,1,France,Middle East and Indian Ocean,Shield,21.244°S,55.708°E,2632
Sarychev Peak,Uncertain Eruption,2010 Sep 20,2,Russia,Kuril Islands,Stratovolcano,48.092°N,153.2°E,1496
Barren Island,Confirmed Eruption,2010 Sep 17,2,India,Indonesia,Stratovolcano,12.278°N,93.858°E,354
Cleveland,Uncertain Eruption,2010 Sep 12,2,United States,Alaska,Stratovolcano,52.825°N,169.944°W,1730
Planchon-Peteroa,Confirmed Eruption,2010 Sep 6,2,Chile,South America,Stratovolcano(es),35.223°S,70.568°W,3977
